emp_no,first_name,last_name,dept_name,title,from_date,to_date,salary
239097,Sungwon,Ratnaker,Development,Senior Engineer,1993-01-17,9999-01-01,40000
410216,Berthier,Thorensen,Customer Service,Senior Staff,1993-01-17,9999-01-01,40000
434111,Satoru,Demeyer,Human Resources,Senior Staff,1993-01-17,9999-01-01,40000
56281,Sanjoy,Brizzi,Human Resources,Senior Staff,1993-01-16,9999-01-01,40000
209418,Faiza,Thimonier,Development,Senior Engineer,1993-01-16,9999-01-01,70913
252230,Nitsan,Kusalik,Development,Senior Engineer,1993-01-16,9999-01-01,72744
290903,Berto,Hettesheimer,Research,Senior Staff,1993-01-16,9999-01-01,71557
409649,Heon,Kugler,Marketing,Senior Staff,1993-01-16,9999-01-01,60051
428003,Shirish,Yamaashi,Development,Senior Engineer,1993-01-16,9999-01-01,51510
490611,Kokou,Chinin,Marketing,Senior Staff,1993-01-16,9999-01-01,60588
495319,Toong,Kisuki,Development,Senior Engineer,1993-01-16,9999-01-01,44872
14191,Jiann,Luby,Development,Senior Engineer,1993-01-15,9999-01-01,40155
32499,Jouko,Hellwagner,Development,Senior Engineer,1993-01-15,9999-01-01,45077
48413,Sandeepan,Huhdanpaa,Finance,Senior Staff,1993-01-15,9999-01-01,75748
72981,Chanjung,Imataki,Sales,Senior Staff,1993-01-15,9999-01-01,85699
80681,Gina,DasSarma,Production,Senior Engineer,1993-01-15,9999-01-01,40000
83009,Francesca,Gerteisen,Finance,Senior Staff,1993-01-15,9999-01-01,74370
410599,Rajmohan,Janetzko,Customer Service,Senior Staff,1993-01-15,9999-01-01,51659
472375,Ranan,Weedon,Finance,Senior Staff,1993-01-15,9999-01-01,40000
475093,Almudena,Streit,Customer Service,Senior Staff,1993-01-15,9999-01-01,40000
24260,Atilio,Brookman,Development,Senior Engineer,1993-01-14,9999-01-01,40000
94422,Ayakannu,Fortenbacher,Finance,Senior Staff,1993-01-14,9999-01-01,59735
418821,Amalendu,Thiran,Quality Management,Senior Engineer,1993-01-14,9999-01-01,41111
74851,Takanari,Ratzlaff,Human Resources,Senior Staff,1993-01-13,9999-01-01,42705
93975,Gererd,Calkin,Research,Senior Staff,1993-01-13,9999-01-01,50598
97262,Miomir,Esteva,Development,Senior Engineer,1993-01-13,9999-01-01,63332
258747,Shahaf,Candan,Customer Service,Senior Staff,1993-01-13,9999-01-01,54958
262516,Kayoko,Nilsson,Production,Senior Engineer,1993-01-13,9999-01-01,56925
451199,Masanao,Fraisse,Marketing,Senior Staff,1993-01-13,9999-01-01,40000
466490,Masako,Lenart,Development,Senior Engineer,1993-01-13,9999-01-01,63853
66552,Sakthirel,Erva,Customer Service,Senior Staff,1993-01-12,9999-01-01,40000
204661,Doohun,Atchley,Research,Senior Engineer,1993-01-12,9999-01-01,47903
222624,Kenton,Birdsall,Sales,Senior Staff,1993-01-12,9999-01-01,76725
248632,Zijian,Clemencon,Sales,Senior Staff,1993-01-12,9999-01-01,74584
291353,Alselm,Farrag,Sales,Senior Staff,1993-01-12,9999-01-01,81358
492989,Marjo,Byoun,Development,Senior Engineer,1993-01-12,9999-01-01,54715
67804,Margareta,Vesel,Finance,Senior Staff,1993-01-11,9999-01-01,62747
97706,Remzi,Erdmenger,Finance,Senior Staff,1993-01-11,9999-01-01,51491
105533,Zijian,Falby,Quality Management,Senior Engineer,1993-01-11,9999-01-01,40000
210624,Poornachandra,Aloia,Customer Service,Senior Engineer,1993-01-11,9999-01-01,40000
265733,Adly,Pelc,Sales,Senior Staff,1993-01-11,9999-01-01,61238
76408,JiYoung,Ananiadou,Development,Senior Engineer,1993-01-10,9999-01-01,52122
81449,Arve,Halloran,Customer Service,Senior Staff,1993-01-10,9999-01-01,55086
220374,Yurij,Ohori,Development,Senior Engineer,1993-01-10,9999-01-01,43956
439520,Along,Kambil,Customer Service,Senior Engineer,1993-01-10,9999-01-01,55826
450878,Djelloul,Cannata,Production,Senior Engineer,1993-01-10,9999-01-01,58025
25633,Haldon,Azumi,Customer Service,Senior Staff,1993-01-09,9999-01-01,43726
28873,Toshimo,Attimonelli,Production,Senior Engineer,1993-01-09,9999-01-01,40000
28969,Ute,Sinitsyn,Quality Management,Senior Engineer,1993-01-09,9999-01-01,40000
102996,Patricio,Riesenhuber,Research,Senior Engineer,1993-01-09,9999-01-01,60588
235605,Aron,Rajaraman,Quality Management,Senior Engineer,1993-01-09,9999-01-01,40000
474636,Cristinel,Farrel,Development,Senior Staff,1993-01-09,9999-01-01,65401
93958,Morrie,Cyre,Development,Senior Staff,1993-01-08,9999-01-01,40000
208576,Alper,Rodham,Development,Senior Engineer,1993-01-08,9999-01-01,40000
212064,Tayeb,Constantine,Human Resources,Senior Staff,1993-01-08,9999-01-01,63309
263577,Ulf,Cullers,Customer Service,Senior Staff,1993-01-08,9999-01-01,46240
267460,Surveyors,Mukaidono,Customer Service,Senior Staff,1993-01-08,9999-01-01,40000
405264,Moto,Schahn,Sales,Senior Staff,1993-01-08,9999-01-01,67375
493037,Elrique,Schwaller,Sales,Senior Staff,1993-01-08,9999-01-01,56887
93344,Bernardo,Escriba,Sales,Senior Staff,1993-01-07,9999-01-01,74129
231994,Hideyuki,Hagimont,Development,Senior Engineer,1993-01-07,9999-01-01,61575
242348,Falguni,Puoti,Production,Senior Engineer,1993-01-07,9999-01-01,40000
260193,Maya,Rassart,Development,Senior Engineer,1993-01-07,9999-01-01,49149
288000,Oscal,Denti,Research,Senior Staff,1993-01-07,9999-01-01,40000
290561,Genki,Melter,Sales,Senior Staff,1993-01-07,9999-01-01,46778
416573,Berhard,Leaver,Development,Senior Engineer,1993-01-07,9999-01-01,57316
447413,Jayson,Schach,Customer Service,Senior Staff,1993-01-07,9999-01-01,45081
485172,Stella,Parascandalo,Production,Senior Engineer,1993-01-07,9999-01-01,40000
496143,Somnath,Driscoll,Development,Senior Engineer,1993-01-07,9999-01-01,55713
24389,Kenroku,Shimshoni,Development,Senior Engineer,1993-01-06,9999-01-01,55607
61315,Kwun,Kalloufi,Sales,Senior Staff,1993-01-06,9999-01-01,78862
80717,Valdiodio,Frijda,Research,Senior Staff,1993-01-06,9999-01-01,52990
102941,Luigi,Erni,Production,Senior Engineer,1993-01-06,9999-01-01,47614
295796,Ewing,Trachtenberg,Sales,Senior Staff,1993-01-06,9999-01-01,99574
401694,Tze,Veccia,Development,Senior Engineer,1993-01-06,9999-01-01,40000
417596,Aron,Hiyoshi,Finance,Senior Staff,1993-01-06,9999-01-01,75555
441927,Diederik,Oxman,Production,Senior Engineer,1993-01-06,9999-01-01,40000
487508,Arfst,Roohalamini,Development,Senior Engineer,1993-01-06,9999-01-01,52026
56925,Sverrir,Kilgore,Sales,Senior Staff,1993-01-05,9999-01-01,74312
261635,Amalendu,Ruther,Development,Senior Engineer,1993-01-05,9999-01-01,41984
276433,Dante,Morton,Production,Senior Engineer,1993-01-05,9999-01-01,42284
447826,Harjit,Morris,Finance,Senior Staff,1993-01-05,9999-01-01,40000
493738,Jolita,Schreiter,Human Resources,Senior Staff,1993-01-05,9999-01-01,51247
73883,Lihong,Comellas,Sales,Senior Staff,1993-01-04,9999-01-01,82880
215111,Sajjad,Dahlbom,Development,Senior Engineer,1993-01-04,9999-01-01,64669
259629,Sergi,Yemenis,Research,Senior Staff,1993-01-04,9999-01-01,40000
271537,Gio,Tiemann,Production,Senior Engineer,1993-01-04,9999-01-01,40000
59094,Adin,McDermid,Development,Senior Engineer,1993-01-03,9999-01-01,75660
75971,Honesty,Kisuki,Production,Senior Engineer,1993-01-03,9999-01-01,54962
88772,Bangqing,Pesch,Production,Senior Engineer,1993-01-03,9999-01-01,40000
89354,Aiman,Schicker,Marketing,Senior Staff,1993-01-03,9999-01-01,62703
249667,Shawna,Walston,Sales,Senior Staff,1993-01-03,9999-01-01,70280
251608,Ult,Baby,Development,Technique Leader,1993-01-03,9999-01-01,62298
415468,Danny,Ciolek,Quality Management,Senior Engineer,1993-01-03,9999-01-01,53172
465195,Khun,Birch,Production,Senior Engineer,1993-01-03,9999-01-01,40000
38810,Pohua,Roccetti,Sales,Senior Staff,1993-01-02,9999-01-01,82962
52584,Szabolcs,Osgood,Quality Management,Senior Engineer,1993-01-02,9999-01-01,70989
74126,Dulce,Bala,Production,Senior Engineer,1993-01-02,9999-01-01,64060
407376,Goncalo,Boudaillier,Customer Service,Senior Staff,1993-01-02,9999-01-01,61808
415206,Takahiro,Heyers,Sales,Senior Staff,1993-01-02,9999-01-01,53159
494802,Irena,Domenig,Production,Senior Engineer,1993-01-02,9999-01-01,40000
55848,Anneli,Ozeri,Marketing,Senior Staff,1993-01-01,9999-01-01,46950
100842,Dante,Brobst,Research,Senior Engineer,1993-01-01,9999-01-01,40000
206526,Hauke,Chepyzhov,Sales,Senior Staff,1993-01-01,9999-01-01,58743
214746,Mohan,Ishibashi,Research,Senior Staff,1993-01-01,9999-01-01,40000
245349,Xiaocheng,Falck,Production,Senior Engineer,1993-01-01,9999-01-01,47411
284584,Suvo,Wegerle,Development,Senior Engineer,1993-01-01,9999-01-01,45234
418063,Arch,Walston,Quality Management,Senior Engineer,1993-01-01,9999-01-01,52776
445020,Renny,Ligten,Sales,Senior Staff,1993-01-01,9999-01-01,56671
458841,Youpyo,Paciorek,Production,Senior Engineer,1993-01-01,9999-01-01,54960
49565,Radhika,Spell,Development,Senior Engineer,1992-12-31,9999-01-01,40000
70898,Ranan,Radhakrishnan,Development,Senior Engineer,1992-12-31,9999-01-01,55809
77659,Owen,Sridhar,Customer Service,Senior Staff,1992-12-31,9999-01-01,40000
206686,Shin,Mondadori,Sales,Senior Staff,1992-12-31,9999-01-01,68433
417048,Subhada,Bernardeschi,Production,Senior Engineer,1992-12-31,9999-01-01,40000
56468,Zsolt,Haldar,Development,Senior Engineer,1992-12-30,9999-01-01,49922
203308,Pantung,Stentiford,Development,Senior Engineer,1992-12-30,9999-01-01,51513
280197,Panayotis,Fordan,Research,Technique Leader,1992-12-30,9999-01-01,40000
454375,Nevio,Paludetto,Sales,Senior Staff,1992-12-30,9999-01-01,91546
471773,Conrado,Demri,Quality Management,Senior Engineer,1992-12-30,9999-01-01,43710
47146,Masato,Ramaiah,Production,Senior Engineer,1992-12-29,9999-01-01,60808
66485,Nadjib,Morrey,Development,Senior Engineer,1992-12-29,9999-01-01,40000
242598,Waiman,Nastansky,Production,Senior Engineer,1992-12-29,9999-01-01,64913
271284,Jackson,Barvinok,Development,Senior Engineer,1992-12-29,9999-01-01,49990
458712,Bingning,Miake,Development,Senior Engineer,1992-12-29,9999-01-01,49997
461480,Guttorm,Trystram,Development,Senior Engineer,1992-12-29,9999-01-01,42896
474490,Stafford,Koshiba,Development,Senior Engineer,1992-12-29,9999-01-01,40000
477291,Hidekazu,Gilg,Customer Service,Senior Staff,1992-12-29,9999-01-01,40000
17081,Weiru,Murtafg,Quality Management,Senior Engineer,1992-12-28,9999-01-01,40846
63693,Martien,Zultner,Production,Senior Engineer,1992-12-28,9999-01-01,40000
225613,Alenka,Markovitch,Development,Senior Engineer,1992-12-28,9999-01-01,55299
279349,Cullen,Shanbhogue,Production,Senior Engineer,1992-12-28,9999-01-01,55251
442618,Jaewon,Piancastelli,Production,Senior Engineer,1992-12-28,9999-01-01,47994
215739,Masaki,Scallan,Production,Senior Engineer,1992-12-27,9999-01-01,40000
269875,Ravishankar,Erde,Quality Management,Technique Leader,1992-12-27,9999-01-01,40000
281347,Lakshmi,Luby,Production,Senior Engineer,1992-12-27,9999-01-01,49492
495621,Serenella,Socorro,Customer Service,Senior Staff,1992-12-27,9999-01-01,56346
15382,Alassane,Siegrist,Sales,Senior Staff,1992-12-26,9999-01-01,66083
98358,Basim,Aingworth,Development,Senior Engineer,1992-12-26,9999-01-01,53905
269985,Mingsen,Kriebel,Sales,Senior Staff,1992-12-26,9999-01-01,42955
404503,Xiong,Facello,Finance,Senior Staff,1992-12-26,9999-01-01,56815
427321,Arra,Hutton,Development,Senior Engineer,1992-12-26,9999-01-01,40000
435842,Nigel,Wroclawski,Customer Service,Senior Staff,1992-12-26,9999-01-01,40000
72861,Chirstian,Pramanik,Production,Senior Engineer,1992-12-25,9999-01-01,40000
105682,Kerhong,Juneja,Marketing,Senior Staff,1992-12-25,9999-01-01,71347
227361,Kazuhito,Servieres,Marketing,Senior Staff,1992-12-25,9999-01-01,51910
467130,Cristinel,Passafiume,Sales,Senior Staff,1992-12-25,9999-01-01,40000
12926,Heekeun,Luby,Research,Senior Staff,1992-12-24,9999-01-01,68314
78403,Heping,Muntz,Production,Senior Engineer,1992-12-24,9999-01-01,40000
103558,Adel,Unni,Marketing,Senior Staff,1992-12-24,9999-01-01,68004
254593,Goa,Morrin,Human Resources,Senior Staff,1992-12-24,9999-01-01,55661
485559,Premal,Gist,Sales,Senior Staff,1992-12-24,9999-01-01,61938
26285,Divine,Lupu,Production,Senior Engineer,1992-12-23,9999-01-01,42133
31587,Heather,Henseler,Development,Senior Engineer,1992-12-23,9999-01-01,40000
54574,Stabislas,Czaja,Human Resources,Senior Staff,1992-12-23,9999-01-01,49349
71674,Udo,Huxford,Development,Senior Engineer,1992-12-23,9999-01-01,40000
275001,Katsuo,Mitina,Sales,Senior Staff,1992-12-23,9999-01-01,68485
280609,Elrique,Khasidashvili,Quality Management,Senior Engineer,1992-12-23,9999-01-01,40000
413930,Gil,Ferriere,Development,Senior Engineer,1992-12-23,9999-01-01,54945
443634,Conor,Cusworth,Development,Senior Engineer,1992-12-23,9999-01-01,40000
463554,Kristina,Kranzdorf,Development,Senior Engineer,1992-12-23,9999-01-01,40000
480416,Armond,Toyoshima,Finance,Senior Staff,1992-12-23,9999-01-01,72693
497800,Nishit,Zambonelli,Sales,Senior Staff,1992-12-23,9999-01-01,61218
51400,KayLiang,Luca,Sales,Senior Staff,1992-12-22,9999-01-01,90813
62650,Marjo,Asmuth,Finance,Senior Staff,1992-12-22,9999-01-01,69599
65486,Arch,Cincotta,Production,Senior Engineer,1992-12-22,9999-01-01,40000
70421,Amstein,Birke,Production,Senior Engineer,1992-12-22,9999-01-01,40000
87492,Susuma,Kushner,Development,Senior Engineer,1992-12-22,9999-01-01,40000
108536,Fumino,Baba,Sales,Senior Staff,1992-12-22,9999-01-01,59777
224901,Naftali,Pero,Development,Senior Engineer,1992-12-22,9999-01-01,67869
225211,Barry,Krichel,Sales,Senior Staff,1992-12-22,9999-01-01,47446
239711,Arun,Lagarias,Production,Senior Engineer,1992-12-22,9999-01-01,51399
282273,Sachem,Matzen,Development,Senior Engineer,1992-12-22,9999-01-01,40000
454013,Vidar,Bressoud,Customer Service,Senior Staff,1992-12-22,9999-01-01,40000
52144,Gad,Hoogerwoord,Development,Senior Engineer,1992-12-21,9999-01-01,49259
106466,Wayne,Anick,Production,Senior Engineer,1992-12-21,9999-01-01,47606
422926,Bernardo,Ouhyoung,Production,Senior Engineer,1992-12-21,9999-01-01,53843
431614,Piyawadee,Undy,Customer Service,Senior Staff,1992-12-21,9999-01-01,56124
239989,Tsvetan,Vakili,Marketing,Senior Staff,1992-12-20,9999-01-01,40000
263583,Fun,Speel,Production,Senior Engineer,1992-12-20,9999-01-01,40000
405246,Geoffrey,Polajnar,Finance,Senior Staff,1992-12-20,9999-01-01,51086
420013,Pranav,Syang,Sales,Senior Staff,1992-12-20,9999-01-01,67151
483146,Jackson,Krybus,Research,Senior Staff,1992-12-20,9999-01-01,40000
21697,Billur,Luke,Sales,Senior Staff,1992-12-19,9999-01-01,78956
53165,Woody,Feldmann,Marketing,Senior Staff,1992-12-19,9999-01-01,40000
243877,Make,Kolvik,Human Resources,Senior Staff,1992-12-19,9999-01-01,40000
457051,Rosli,Bain,Sales,Senior Staff,1992-12-19,9999-01-01,40000
476180,Basant,Lueh,Development,Senior Staff,1992-12-19,9999-01-01,57236
15377,Shugo,Aumann,Development,Senior Engineer,1992-12-18,9999-01-01,50274
40533,Kiyotoshi,Aingworth,Production,Senior Engineer,1992-12-18,9999-01-01,40000
66445,Kazuyasu,Zykh,Sales,Senior Staff,1992-12-18,9999-01-01,82921
211047,Fayez,Plotkin,Production,Senior Engineer,1992-12-18,9999-01-01,40000
241514,Arve,Arlazarov,Development,Senior Engineer,1992-12-18,9999-01-01,41400
269081,Tiina,Besancenot,Development,Senior Engineer,1992-12-18,9999-01-01,53351
273298,Gennady,Claffy,Development,Senior Engineer,1992-12-18,9999-01-01,40000
293863,Xudong,Moehrke,Development,Senior Engineer,1992-12-18,9999-01-01,46502
16068,Leandro,Zongker,Finance,Senior Staff,1992-12-17,9999-01-01,53031
82139,Satoru,Zucker,Development,Senior Engineer,1992-12-17,9999-01-01,68313
89969,Conrado,Cappelletti,Finance,Senior Staff,1992-12-17,9999-01-01,66779
106177,Zongyan,DuCasse,Quality Management,Senior Engineer,1992-12-17,9999-01-01,40000
84487,Apostol,Hashii,Development,Senior Engineer,1992-12-16,9999-01-01,40203
204327,Jixiang,Simmen,Quality Management,Senior Engineer,1992-12-16,9999-01-01,53162
227973,Tomofumi,Tyugu,Finance,Senior Staff,1992-12-16,9999-01-01,49241
272863,Mang,Hockney,Production,Senior Engineer,1992-12-16,9999-01-01,41762
274118,Kinh,Srimani,Research,Senior Staff,1992-12-16,9999-01-01,40000
280960,Serif,Brodal,Production,Senior Engineer,1992-12-16,9999-01-01,40000
407052,Babette,Perry,Quality Management,Senior Engineer,1992-12-16,9999-01-01,61883
417991,Mihalis,Cincotta,Customer Service,Senior Staff,1992-12-16,9999-01-01,43826
23753,Karsten,Isaac,Development,Senior Engineer,1992-12-15,9999-01-01,64455
77314,Augustine,Fabrizio,Production,Senior Engineer,1992-12-15,9999-01-01,62273
106133,Guadalupe,Heijenga,Marketing,Senior Staff,1992-12-15,9999-01-01,62184
237022,Ibibia,Gopalakrishnan,Sales,Senior Staff,1992-12-15,9999-01-01,40000
241928,Valery,Norsworthy,Production,Senior Engineer,1992-12-15,9999-01-01,69978
438441,Kiyokazu,Mahmud,Development,Senior Engineer,1992-12-15,9999-01-01,52069
73395,Jouko,Tsukune,Production,Senior Engineer,1992-12-14,9999-01-01,69171
88449,Lihong,Naudin,Development,Senior Engineer,1992-12-14,9999-01-01,54937
206604,Adil,Rajala,Production,Senior Engineer,1992-12-14,9999-01-01,66204
284394,Collette,Fontet,Quality Management,Senior Engineer,1992-12-14,9999-01-01,44523
405667,Makato,McDermid,Sales,Senior Staff,1992-12-14,9999-01-01,66184
423348,Shaibal,Perng,Production,Senior Engineer,1992-12-14,9999-01-01,61624
441309,Arco,Trystram,Production,Senior Engineer,1992-12-14,9999-01-01,80172
49861,Rosalyn,Zykh,Sales,Senior Staff,1992-12-13,9999-01-01,81990
53509,Radoslaw,Osgood,Development,Senior Engineer,1992-12-13,9999-01-01,40000
462085,Marco,Gulla,Development,Senior Engineer,1992-12-13,9999-01-01,40000
473645,Richard,Lichtner,Development,Senior Engineer,1992-12-13,9999-01-01,40000
17063,Anoosh,Thiran,Sales,Senior Staff,1992-12-12,9999-01-01,91391
260603,Spyrose,Falster,Human Resources,Senior Staff,1992-12-12,9999-01-01,60696
293979,Alselm,Uhrig,Quality Management,Technique Leader,1992-12-12,9999-01-01,40000
442834,Inderjeet,Falco,Research,Senior Staff,1992-12-12,9999-01-01,40000
452858,Tiina,Bage,Development,Technique Leader,1992-12-12,9999-01-01,40000
12940,Odinaldo,Farrar,Development,Senior Engineer,1992-12-11,9999-01-01,49760
31700,Weiyi,Ranft,Sales,Senior Staff,1992-12-11,9999-01-01,112359
68001,Marlo,Panwar,Development,Senior Engineer,1992-12-11,9999-01-01,40000
82760,Weiwu,Dulay,Development,Senior Engineer,1992-12-11,9999-01-01,53678
228200,Chinhyun,Teitelbaum,Development,Senior Engineer,1992-12-11,9999-01-01,44167
18018,Sasan,Schrooten,Sales,Senior Staff,1992-12-10,9999-01-01,70282
36591,Heeju,Goodrum,Sales,Senior Staff,1992-12-10,9999-01-01,75346
214327,Jaewoo,Solares,Customer Service,Senior Staff,1992-12-10,9999-01-01,40000
427346,Denis,Kropf,Sales,Senior Staff,1992-12-10,9999-01-01,82010
442841,Mahendra,Guting,Development,Senior Engineer,1992-12-10,9999-01-01,68294
457548,Leszek,Lorho,Quality Management,Technique Leader,1992-12-10,9999-01-01,40000
46335,Shuji,Ananiadou,Quality Management,Senior Engineer,1992-12-09,9999-01-01,40000
62476,Yahiko,Cooke,Sales,Senior Staff,1992-12-09,9999-01-01,85320
67537,Somnath,Uludag,Finance,Senior Staff,1992-12-09,9999-01-01,68252
81015,Marke,Breugel,Quality Management,Senior Engineer,1992-12-09,9999-01-01,52989
285297,Huai,Czap,Quality Management,Senior Engineer,1992-12-09,9999-01-01,40000
431769,Abdulla,Benaini,Marketing,Senior Staff,1992-12-09,9999-01-01,64519
212336,Jacqueline,Litzkow,Research,Senior Staff,1992-12-08,9999-01-01,51444
225313,Luisa,Eiron,Production,Senior Engineer,1992-12-08,9999-01-01,40000
230958,Krisda,Bade,Production,Senior Engineer,1992-12-08,9999-01-01,40000
12272,Behnaam,Grandbois,Human Resources,Senior Staff,1992-12-07,9999-01-01,43811
70040,Along,Montemayor,Development,Senior Engineer,1992-12-07,9999-01-01,40000
289173,Doowon,Valtorta,Human Resources,Senior Staff,1992-12-07,9999-01-01,40000
458525,Amstein,Angiulli,Sales,Senior Staff,1992-12-07,9999-01-01,58254
463030,Kazuhito,Oppitz,Customer Service,Senior Staff,1992-12-07,9999-01-01,50562
476178,Piyawadee,Chimia,Customer Service,Senior Staff,1992-12-07,9999-01-01,40000
109311,Jianhui,Antonisse,Research,Senior Staff,1992-12-06,9999-01-01,65042
201819,Jaihie,Taubman,Customer Service,Senior Staff,1992-12-06,9999-01-01,40000
276971,Abdulah,Kropp,Development,Senior Engineer,1992-12-06,9999-01-01,40000
418586,Bernice,Isaak,Finance,Senior Staff,1992-12-06,9999-01-01,45958
447635,Kitty,Ranft,Sales,Senior Staff,1992-12-06,9999-01-01,72730
472633,Rosalyn,Picaronny,Marketing,Senior Staff,1992-12-06,9999-01-01,69994
61751,IEEE,Garrabrants,Sales,Senior Staff,1992-12-05,9999-01-01,96278
106462,Chanjung,Decaestecker,Development,Technique Leader,1992-12-05,9999-01-01,47904
249736,Mari,Polajnar,Quality Management,Technique Leader,1992-12-05,9999-01-01,58937
261102,Chaoyi,Speckmann,Sales,Senior Staff,1992-12-05,9999-01-01,71002
457189,Alain,Schnabel,Production,Senior Engineer,1992-12-05,9999-01-01,40000
45416,Avishai,Percebois,Marketing,Senior Staff,1992-12-04,9999-01-01,51789
53157,Weiye,Birge,Customer Service,Senior Engineer,1992-12-04,9999-01-01,49549
57749,Luisa,Conte,Research,Senior Staff,1992-12-04,9999-01-01,40000
74958,Mantis,Rissland,Customer Service,Senior Staff,1992-12-04,9999-01-01,41636
107359,Xiong,Lamma,Sales,Senior Staff,1992-12-04,9999-01-01,69866
210493,Arie,Lieblein,Production,Senior Engineer,1992-12-04,9999-01-01,48075
248826,Jaana,Oxenboll,Production,Technique Leader,1992-12-04,9999-01-01,40000
269686,Hidde,Rosay,Human Resources,Senior Staff,1992-12-04,9999-01-01,40000
285722,Shrikanth,Dratva,Development,Senior Engineer,1992-12-04,9999-01-01,47399
400224,Bartek,Ramsay,Finance,Senior Staff,1992-12-04,9999-01-01,53545
435783,Guozhong,Ghazalie,Development,Senior Engineer,1992-12-04,9999-01-01,45898
470235,Yuqun,Hanratty,Quality Management,Senior Engineer,1992-12-04,9999-01-01,47137
472678,Mitsuyuki,Gruenwald,Sales,Senior Staff,1992-12-04,9999-01-01,40000
495367,Arnould,Parveen,Development,Senior Engineer,1992-12-04,9999-01-01,46654
99781,Randi,Sury,Human Resources,Senior Staff,1992-12-03,9999-01-01,40000
232857,Ebbe,Swiss,Finance,Senior Staff,1992-12-03,9999-01-01,76574
441487,Przemyslawa,Dulli,Development,Senior Engineer,1992-12-03,9999-01-01,40000
442487,Miomir,Speer,Production,Senior Staff,1992-12-03,9999-01-01,55512
449077,Cathie,Molenaar,Finance,Senior Staff,1992-12-03,9999-01-01,87337
59567,Richard,Huttel,Customer Service,Senior Staff,1992-12-02,9999-01-01,44113
89785,Amabile,Beerel,Development,Senior Staff,1992-12-02,9999-01-01,44628
409100,Khatoun,Eastman,Finance,Senior Staff,1992-12-02,9999-01-01,76120
422812,Akeno,Pashtan,Sales,Senior Staff,1992-12-02,9999-01-01,53423
457014,Hidefumi,Swiss,Human Resources,Senior Staff,1992-12-02,9999-01-01,55286
482565,Herb,Zlotek,Production,Senior Engineer,1992-12-02,9999-01-01,40000
107597,Vasilis,Schaft,Production,Senior Engineer,1992-12-01,9999-01-01,51414
285592,Kensyu,Beeson,Human Resources,Senior Staff,1992-12-01,9999-01-01,40000
403204,Troy,Renear,Human Resources,Senior Staff,1992-12-01,9999-01-01,70067
455165,Snehasis,Pargas,Marketing,Senior Staff,1992-12-01,9999-01-01,40000
34958,Goetz,Oberman,Human Resources,Senior Staff,1992-11-30,9999-01-01,40000
73628,Lucien,Riefers,Research,Senior Staff,1992-11-30,9999-01-01,58265
208190,Marsja,Azuma,Production,Senior Engineer,1992-11-30,9999-01-01,45142
255773,Ingemar,Emden,Marketing,Senior Staff,1992-11-30,9999-01-01,72566
280391,Niclas,Spell,Sales,Senior Staff,1992-11-30,9999-01-01,77729
418934,Adam,Gurbaxani,Finance,Senior Staff,1992-11-30,9999-01-01,51582
440323,Ravishankar,Radwan,Sales,Senior Staff,1992-11-30,9999-01-01,75919
441918,Bluma,Rettelbach,Finance,Senior Staff,1992-11-30,9999-01-01,53325
447061,Ewing,Pluym,Sales,Senior Staff,1992-11-30,9999-01-01,75072
232813,Chandrasekaran,Breugel,Development,Senior Engineer,1992-11-29,9999-01-01,40000
485055,Cullen,Zyda,Development,Senior Engineer,1992-11-29,9999-01-01,40000
36516,Qiwen,Piazza,Development,Senior Engineer,1992-11-28,9999-01-01,40000
264633,Aral,Lichtman,Production,Senior Engineer,1992-11-28,9999-01-01,63966
422677,Arra,Staylopatis,Production,Senior Engineer,1992-11-28,9999-01-01,40000
100159,Sakthirel,Boudaillier,Development,Senior Engineer,1992-11-27,9999-01-01,40000
223108,Jouko,Rodier,Development,Senior Engineer,1992-11-27,9999-01-01,43311
224937,Demin,Solovay,Development,Senior Engineer,1992-11-27,9999-01-01,64958
491150,Ranga,Erdmenger,Quality Management,Senior Engineer,1992-11-27,9999-01-01,67453
56984,Guiseppe,Erni,Production,Senior Engineer,1992-11-26,9999-01-01,40000
65494,Khoa,Yoshizawa,Customer Service,Senior Staff,1992-11-26,9999-01-01,54472
72078,Olivera,Limongiello,Development,Senior Engineer,1992-11-26,9999-01-01,70428
218228,Francesca,Auyong,Sales,Senior Staff,1992-11-26,9999-01-01,64688
221207,Jinxi,Bierman,Development,Technique Leader,1992-11-26,9999-01-01,46662
283830,Martina,Marwedel,Customer Service,Senior Staff,1992-11-26,9999-01-01,49717
431895,Xiaoqiang,Speel,Sales,Senior Staff,1992-11-26,9999-01-01,76744
493121,Shigeo,Andreotta,Human Resources,Senior Staff,1992-11-26,9999-01-01,53455
43308,Hauke,Validov,Development,Senior Engineer,1992-11-25,9999-01-01,40000
57865,Kazuhiro,Demian,Development,Senior Engineer,1992-11-25,9999-01-01,40000
58790,Peternela,Zockler,Sales,Senior Staff,1992-11-25,9999-01-01,58553
106797,Aran,Raoux,Development,Senior Engineer,1992-11-25,9999-01-01,58863
217561,Kiyotoshi,Ananiadou,Sales,Senior Staff,1992-11-25,9999-01-01,62988
438626,Shaunak,Roohalamini,Sales,Senior Staff,1992-11-25,9999-01-01,72353
443917,Amstein,Lores,Sales,Senior Staff,1992-11-25,9999-01-01,91273
454669,Jessie,Zeilberger,Quality Management,Technique Leader,1992-11-25,9999-01-01,40000
