emp_no,first_name,last_name,to_date,dept_name
442330,Quingbo,Veeraraghavan,9999-01-01,Sales
442649,Utz,Vendrig,9999-01-01,Sales
442752,Vugranam,Luft,9999-01-01,Sales
442754,Adin,Fabrizio,2001-11-27,Sales
442802,Angus,Bazelow,9999-01-01,Sales
442812,Hugo,Rodiger,9999-01-01,Sales
442862,Munehiro,Dayang,9999-01-01,Sales
442867,King,Vrecion,9999-01-01,Sales
442883,Yinlin,Vendrig,9999-01-01,Sales
442910,Hatim,Ellozy,9999-01-01,Sales
442977,Marlo,Armand,9999-01-01,Sales
442998,Karsten,Streit,2000-03-20,Sales
443078,Ortrud,Hennebert,9999-01-01,Sales
443097,Sudhanshu,Strandh,9999-01-01,Sales
443140,Feixiong,Pramanik,9999-01-01,Sales
443228,Mohammad,Gecseg,9999-01-01,Sales
443239,Arunas,Quaggetto,1999-02-09,Sales
443253,Abdulla,Tchuente,1992-06-26,Sales
443270,Vasiliy,Chvatal,9999-01-01,Sales
443303,Nadjib,Fadgyas,9999-01-01,Sales
443404,Xiaoheng,Feldhoffer,9999-01-01,Sales
443411,Behnaam,Bahi,9999-01-01,Sales
443450,Shawna,Denti,9999-01-01,Sales
443457,Kazuhisa,Demke,9999-01-01,Sales
443537,Chenxi,Zaiane,1992-12-28,Sales
443557,Ute,Androutsos,9999-01-01,Sales
443571,Siddarth,Garrabrants,9999-01-01,Sales
443631,Bingning,Braunmuhl,1995-01-26,Sales
443637,Mohua,Guenter,9999-01-01,Sales
443676,Masasuke,Gide,9999-01-01,Sales
443696,Henk,Douceur,9999-01-01,Sales
443733,Volkmar,Welham,9999-01-01,Sales
443759,Branimir,Comte,9999-01-01,Sales
443794,Takahira,Kroll,1985-09-28,Sales
443801,Yefim,Gopalakrishnan,9999-01-01,Sales
443838,Rimon,McClure,9999-01-01,Sales
443840,Oguz,Fairtlough,9999-01-01,Sales
443917,Amstein,Lores,9999-01-01,Sales
443942,Kwan,Heystek,9999-01-01,Sales
444008,Munehiko,Stemann,1994-10-12,Sales
444034,Jackson,Bernardeschi,9999-01-01,Sales
444061,Gal,Merks,1995-07-01,Sales
444108,Ung,McClure,9999-01-01,Sales
444163,Uriel,Gente,9999-01-01,Sales
444223,Krisda,Ramsay,9999-01-01,Sales
444274,Bokyung,Uludag,9999-01-01,Sales
444336,Kristine,Pintelas,2001-08-21,Sales
444447,Chuanti,Leuchs,1987-11-20,Sales
444494,Hugo,Merle,1998-03-30,Sales
444508,Kaijung,Bahl,9999-01-01,Sales
444518,Uwe,Kaelbling,1987-07-02,Sales
444551,Ipke,Gien,9999-01-01,Sales
444553,Nikolaus,Gluchowski,1998-05-09,Sales
444605,Iara,Skafidas,9999-01-01,Sales
444621,Persi,Hardjono,1988-10-19,Sales
444732,Yunming,Cromarty,1996-09-01,Sales
444738,Takahira,Gargeya,9999-01-01,Sales
444775,Satosi,Krider,1999-02-03,Sales
444829,Shuji,Redmiles,9999-01-01,Sales
444830,Rasikan,Koprowski,9999-01-01,Sales
444858,Rosli,Fandrianto,9999-01-01,Sales
444922,Jordanka,Naudin,9999-01-01,Sales
444934,Oddvar,Attimonelli,9999-01-01,Sales
444986,Masaki,Eldridge,9999-01-01,Sales
445020,Renny,Ligten,9999-01-01,Sales
445023,Tadahiro,Dredge,9999-01-01,Sales
445077,Parke,Marquardt,9999-01-01,Sales
445082,Gro,Iacovou,9999-01-01,Sales
445161,Janalee,Menyhert,1989-06-28,Sales
445182,Subhankar,Kitai,9999-01-01,Sales
445218,Gino,Decaestecker,9999-01-01,Sales
445220,Florina,Luft,9999-01-01,Sales
445223,Sachin,Ruemmler,9999-01-01,Sales
445242,Goh,Conia,1995-03-30,Sales
445249,Nobuyoshi,Gargeya,9999-01-01,Sales
445306,Arvind,Taubman,9999-01-01,Sales
445315,Otmar,Conde,9999-01-01,Sales
445381,Heekeun,Solovay,9999-01-01,Sales
445391,Tesuro,Hopewell,9999-01-01,Sales
445412,Odinaldo,Ratzlaff,9999-01-01,Sales
445485,Nevin,Swiler,2000-07-25,Sales
445505,Vugranam,Khalid,9999-01-01,Sales
445509,Hein,Templeman,9999-01-01,Sales
445552,Ziyad,Kleiser,9999-01-01,Sales
445562,Alair,Pietracaprina,9999-01-01,Sales
445626,Satoru,Lanphier,9999-01-01,Sales
445632,Zhiguo,Bressoud,9999-01-01,Sales
445654,Shietung,Hertweck,9999-01-01,Sales
445659,Jagoda,Bodoff,9999-01-01,Sales
445683,Ziyad,Gilg,1991-08-20,Sales
445715,Shooichi,Schurmann,9999-01-01,Sales
445840,Marko,Czaja,9999-01-01,Sales
445843,True,Foong,1990-05-04,Sales
445880,Fei,Narwekar,1996-05-01,Sales
445910,Patricia,Fritzsche,9999-01-01,Sales
446028,Youssef,Cummings,1996-03-21,Sales
446045,Margareta,Narwekar,9999-01-01,Sales
446071,Rasiah,Danner,9999-01-01,Sales
446087,Samphel,Farris,2000-12-19,Sales
446108,Georg,Reinhart,9999-01-01,Sales
446128,Filipe,Rajaraman,9999-01-01,Sales
446223,Gay,Perin,9999-01-01,Sales
446243,Along,Schwartzbauer,9999-01-01,Sales
446244,Denis,Baez,9999-01-01,Sales
446319,Adam,Siepmann,9999-01-01,Sales
446367,Achilleas,Ananiadou,1992-03-03,Sales
446370,Bedrich,Sewelson,1987-07-01,Sales
446565,Phule,Passafiume,9999-01-01,Sales
446611,Moto,Garigliano,9999-01-01,Sales
446645,Ferdinand,Ranst,9999-01-01,Sales
446735,Taizo,Tiemann,9999-01-01,Sales
446758,Chaitali,Peha,9999-01-01,Sales
446891,Susanta,Heuser,9999-01-01,Sales
446937,Maik,Lamba,2002-07-24,Sales
446978,Hyuckchul,Nollmann,9999-01-01,Sales
447008,Zsolt,Cooman,9999-01-01,Sales
447061,Ewing,Pluym,9999-01-01,Sales
447076,Teruyuki,Straney,9999-01-01,Sales
447091,Suzette,Perfilyeva,9999-01-01,Sales
447092,Inderjeet,Lorho,9999-01-01,Sales
447149,Teiji,Eppinger,2001-02-05,Sales
447195,Jaques,Ruemmler,9999-01-01,Sales
447203,Gila,Lienhardt,9999-01-01,Sales
447240,Maja,Riefers,9999-01-01,Sales
447346,Zine,Conta,1991-10-19,Sales
447385,Yongqiao,Skrikant,2000-12-11,Sales
447396,Kazuyasu,Oberman,9999-01-01,Sales
447401,Perry,Feinberg,9999-01-01,Sales
447562,Fen,Dichev,2001-03-09,Sales
447593,Serif,Suwa,1994-04-25,Sales
447635,Kitty,Ranft,9999-01-01,Sales
447665,Martien,Schaar,9999-01-01,Sales
447705,Giordano,Docker,9999-01-01,Sales
447719,Jinya,Bernardeschi,1999-10-17,Sales
447849,Izaskun,Wissmann,9999-01-01,Sales
448063,Ayonca,Antonisse,1989-12-17,Sales
448098,Kasidit,Chartres,1995-09-19,Sales
448119,Nikolaus,Smeets,1989-11-18,Sales
448124,Hongzhu,Roohalamini,9999-01-01,Sales
448235,Giao,Flowers,9999-01-01,Sales
448237,Chenxi,Tagansky,9999-01-01,Sales
448250,Susumu,Teitelbaum,9999-01-01,Sales
448297,Nahum,Ghelli,9999-01-01,Sales
448313,Chinhyun,Carrere,9999-01-01,Sales
448362,Denis,Erol,9999-01-01,Sales
448394,Parke,Atchley,9999-01-01,Sales
448422,Adit,Rahier,1988-11-17,Sales
448436,Yannis,Baalen,1986-11-19,Sales
448440,Idoia,Bala,9999-01-01,Sales
448610,Parke,Laventhal,1989-03-17,Sales
448681,Fayez,Gini,9999-01-01,Sales
448698,Falguni,Hofman,1993-10-15,Sales
448762,Hirochika,Lakshmanan,9999-01-01,Sales
448789,Lucian,Ranai,1989-06-06,Sales
448795,Jolita,Brlek,9999-01-01,Sales
448799,Shahab,Socorro,9999-01-01,Sales
448813,Khosrow,Mullainathan,9999-01-01,Sales
448846,Abdulla,Lipner,9999-01-01,Sales
449023,Jinpo,Kuhnemann,9999-01-01,Sales
449053,Genki,Kragelund,1999-09-09,Sales
449087,Khalid,Eppinger,9999-01-01,Sales
449115,Kellyn,Levasseur,9999-01-01,Sales
449171,Divier,Luiz,9999-01-01,Sales
449215,Arvind,Trumbly,9999-01-01,Sales
449223,Gad,Peak,9999-01-01,Sales
449237,Conal,Beutelspacher,9999-01-01,Sales
449263,Aemilian,Leaver,9999-01-01,Sales
449386,Kwan,Montemayor,9999-01-01,Sales
449436,Hitofumi,Paciorek,9999-01-01,Sales
449487,Yonghong,Codenie,9999-01-01,Sales
449489,Naftaly,Hertweck,9999-01-01,Sales
449507,Teruyuki,Back,9999-01-01,Sales
449567,Danny,Panienski,1990-06-17,Sales
449577,Serap,Brobst,2001-09-29,Sales
449581,Chuanti,Stamatiou,9999-01-01,Sales
449596,Shigeu,Ernst,1992-06-26,Sales
449657,Cathie,Serre,9999-01-01,Sales
449745,Jeong,Imataki,9999-01-01,Sales
449816,Mariangiola,Lanzelotte,9999-01-01,Sales
449903,Teruyuki,Billingsley,9999-01-01,Sales
449913,Oscar,Linares,1989-09-30,Sales
449955,Abdelkader,Baar,1992-02-20,Sales
449962,Marsal,Heystek,9999-01-01,Sales
450027,Kwangho,Oxenboll,1995-10-28,Sales
450114,Duro,Erdmenger,9999-01-01,Sales
450192,Sachem,Ghalwash,9999-01-01,Sales
450328,Lenore,Pauthner,1988-01-08,Sales
450457,Fun,Ranka,9999-01-01,Sales
450487,Takushi,Zwicker,1989-01-21,Sales
450549,Hyuckchul,Sudbeck,9999-01-01,Sales
450550,Shigehito,Gornas,1989-04-19,Sales
450585,Gaetan,Remmele,9999-01-01,Sales
450622,Xuejun,Undy,9999-01-01,Sales
450683,Kayoko,Genther,9999-01-01,Sales
450735,Chaitali,Naumovich,9999-01-01,Sales
450860,Angus,Billingsley,9999-01-01,Sales
450893,Ulises,Gerlach,9999-01-01,Sales
450910,Niranjan,Bodoff,9999-01-01,Sales
450937,Mahendra,Ananiadou,1991-11-19,Sales
450958,Ferdinand,Hardjono,2002-02-23,Sales
450990,Randi,Ramras,9999-01-01,Sales
451001,Kitty,Bottner,9999-01-01,Sales
451004,Aron,Pulkowski,1995-06-17,Sales
451007,Mingzeng,Jeong,9999-01-01,Sales
451020,Abdelwaheb,Masada,9999-01-01,Sales
451068,Howell,Collavizza,9999-01-01,Sales
451164,Shahaf,Pargaonkar,9999-01-01,Sales
451173,Aloke,Lorie,9999-01-01,Sales
451316,Alair,Marakhovsky,1998-12-07,Sales
451348,Mayuko,Vanwelkenhuysen,9999-01-01,Sales
451361,Kristen,Petersohn,9999-01-01,Sales
451392,Sachar,Sadowski,9999-01-01,Sales
451416,Tru,Baig,9999-01-01,Sales
451422,Ranga,Mundy,9999-01-01,Sales
451441,Sahrah,Rijckaert,9999-01-01,Sales
451548,Mari,Sridhar,9999-01-01,Sales
451589,Angus,Naudin,9999-01-01,Sales
451712,Poorav,Eldridge,9999-01-01,Sales
451751,Kwan,Hasham,9999-01-01,Sales
451768,Jianhao,Pettey,9999-01-01,Sales
451776,Ravishankar,Coombs,9999-01-01,Sales
451811,Nalini,Rabehasaina,1990-12-27,Sales
452021,Karoline,Kobuchi,9999-01-01,Sales
452061,Ramya,Tramer,1989-04-08,Sales
452096,Jahangir,Foong,9999-01-01,Sales
452119,Dayanand,Kuhnemann,9999-01-01,Sales
452221,Xinyu,Hainaut,1998-12-21,Sales
452232,Baziley,Masada,9999-01-01,Sales
452233,Shigenori,Toyoshima,1992-03-23,Sales
452283,Hidekazu,Decleir,1996-01-18,Sales
452312,Kaijung,Portugali,9999-01-01,Sales
452324,Mokhtar,Wielonsky,9999-01-01,Sales
452388,Ung,Maraist,9999-01-01,Sales
452409,Jaihie,Szmurlo,1996-07-29,Sales
452481,Kazunori,Kavanagh,9999-01-01,Sales
452541,Morris,Strandh,9999-01-01,Sales
452553,Jagoda,Baalen,2001-12-10,Sales
452621,Werner,Dolinsky,1989-12-24,Sales
452687,Moss,Wissmann,9999-01-01,Sales
452690,Maia,Hempstead,9999-01-01,Sales
452759,Kazuhide,Uehara,9999-01-01,Sales
452761,Vishwani,Hellwagner,9999-01-01,Sales
452778,Christ,Chandrasekhar,2001-04-13,Sales
452792,Dmitry,Bade,1989-08-30,Sales
452796,Xinan,Flexer,9999-01-01,Sales
452911,Augustine,Bael,1993-09-05,Sales
452928,Etsuo,Bondorf,9999-01-01,Sales
453133,Mani,Terekhov,2000-01-20,Sales
453151,Yuping,Rosiles,9999-01-01,Sales
453155,Rosella,Matzov,9999-01-01,Sales
453183,Maha,Ventosa,9999-01-01,Sales
453235,Unal,Harbusch,9999-01-01,Sales
453342,Sashi,Matzel,9999-01-01,Sales
453464,Ferdinand,Tokunaga,9999-01-01,Sales
453479,Zhensheng,Sudbeck,9999-01-01,Sales
453591,Odoardo,Cullers,1997-02-10,Sales
453596,Boutros,Petersohn,9999-01-01,Sales
453635,Xiaoheng,Soloway,2001-12-09,Sales
453660,Supot,Lueh,9999-01-01,Sales
453716,Kiyomitsu,Tsukuda,1998-09-13,Sales
453718,Mohan,Kumaresan,9999-01-01,Sales
453722,Maja,Ushiama,9999-01-01,Sales
453736,Siamak,Schmiedel,9999-01-01,Sales
453766,Vatsa,Begiun,1999-12-09,Sales
453811,Mountaz,Shimshoni,9999-01-01,Sales
453837,Shrikanth,Basawa,9999-01-01,Sales
453912,Inderjeet,Osgood,1996-07-06,Sales
453952,Constantino,Callaway,9999-01-01,Sales
453972,Shem,Molenaar,9999-01-01,Sales
454057,Jianwen,Sabnani,9999-01-01,Sales
454067,Uma,Lindenbaum,2002-02-11,Sales
454081,Paddy,Angiulli,9999-01-01,Sales
454101,Anneke,Leslie,9999-01-01,Sales
454182,Mack,Cooke,9999-01-01,Sales
454195,Dmitry,Pettit,2000-10-20,Sales
454198,Guenter,Murrill,1995-12-30,Sales
454231,Giordano,Schoegge,9999-01-01,Sales
454233,Ewing,Bruckman,9999-01-01,Sales
454241,Harngdar,Luff,2002-03-10,Sales
454247,Xinan,Perfilyeva,9999-01-01,Sales
454261,Gor,Schaaf,9999-01-01,Sales
454322,Dulce,Delaune,9999-01-01,Sales
454323,Serenella,Willoner,1991-08-24,Sales
454342,Tonia,Jording,1999-02-23,Sales
454375,Nevio,Paludetto,9999-01-01,Sales
454376,Fabrizio,Rosaz,9999-01-01,Sales
454398,Qunsheng,Braunmuhl,9999-01-01,Sales
454400,Gen,Vecchi,9999-01-01,Sales
454444,Mamdouh,Wynblatt,9999-01-01,Sales
454516,Mariusz,Delgrande,2000-04-10,Sales
454612,Gor,Pell,1987-06-22,Sales
454754,Bernd,Skogmar,9999-01-01,Sales
454789,Ramachenga,DuBourdieux,9999-01-01,Sales
454932,Sampalli,Zaiane,9999-01-01,Sales
454951,Weiye,Bauknecht,9999-01-01,Sales
454966,Genta,Goodrum,9999-01-01,Sales
454991,Haldon,Koblick,9999-01-01,Sales
455009,Udaiprakash,Birta,9999-01-01,Sales
455112,Chaoyi,Rosen,9999-01-01,Sales
455164,Khosrow,Wilfing,9999-01-01,Sales
455204,Eckart,Conte,1997-06-24,Sales
455230,Manohar,Baranowski,1987-10-07,Sales
455297,Tetsushi,Ritcey,2000-08-16,Sales
455355,Remko,Rotem,9999-01-01,Sales
455373,Shimshon,Eiter,9999-01-01,Sales
455402,Nidapan,Luce,9999-01-01,Sales
455461,Adam,Angel,2000-03-15,Sales
455464,Willard,Crelier,9999-01-01,Sales
455476,Limsoon,Speek,9999-01-01,Sales
455496,Kasidit,Schaap,9999-01-01,Sales
455529,Hidefumi,Rodier,9999-01-01,Sales
455545,DAIDA,Delgrange,2000-08-18,Sales
455559,Shan,Papastamatiou,9999-01-01,Sales
455621,Paddy,Stanger,1989-05-23,Sales
455727,Kolar,Veccia,9999-01-01,Sales
455769,KayLiang,Braunmuhl,9999-01-01,Sales
455770,Petter,Picci,9999-01-01,Sales
455837,Sachin,Lindqvist,9999-01-01,Sales
455957,Mack,Basagni,9999-01-01,Sales
455966,Guoxiang,Rissanen,9999-01-01,Sales
455998,Dante,Panangaden,9999-01-01,Sales
456007,Souichi,Aloia,9999-01-01,Sales
456052,Ishfaq,Rosaz,1998-08-19,Sales
456079,Ayakannu,Kalefeld,9999-01-01,Sales
456100,Monique,Lalonde,1993-03-20,Sales
456111,Vincent,Legleitner,1993-12-20,Sales
456161,Pranas,Lindenbaum,9999-01-01,Sales
456174,Vojin,Raczkowsky,9999-01-01,Sales
456204,Leif,Zschoche,1997-06-02,Sales
456286,Maria,Taubenfeld,9999-01-01,Sales
456411,Masanao,Maraist,9999-01-01,Sales
456509,Gio,Schlegelmilch,1998-11-13,Sales
456553,Aram,Gulla,9999-01-01,Sales
456556,Gay,Ghemri,9999-01-01,Sales
456600,Berhard,Bahr,1993-02-06,Sales
456601,Zeljko,Sanella,9999-01-01,Sales
456657,Frederique,Akaboshi,9999-01-01,Sales
456661,Phillip,Rossi,1996-02-11,Sales
456718,Arumugam,Gurbaxani,9999-01-01,Sales
456751,Danai,Pfau,9999-01-01,Sales
456927,Kensei,Comellas,9999-01-01,Sales
457015,Yoshinari,Biran,9999-01-01,Sales
457051,Rosli,Bain,9999-01-01,Sales
457125,Leah,Krupka,9999-01-01,Sales
457126,Hongzue,Warwick,9999-01-01,Sales
457202,Uzi,Mersereau,9999-01-01,Sales
457360,Fumitaka,Rosar,9999-01-01,Sales
457387,Nikolaus,Redmiles,9999-01-01,Sales
457422,Dung,Fasbender,9999-01-01,Sales
457443,Wonhee,Sethi,9999-01-01,Sales
457459,Huei,Schieder,1995-06-08,Sales
457487,Padma,Valtorta,9999-01-01,Sales
457550,Mingdong,Schlegelmilch,9999-01-01,Sales
457577,Adin,Rosay,9999-01-01,Sales
457606,Bodo,Janocha,9999-01-01,Sales
457770,Ute,Nitsch,9999-01-01,Sales
457801,Abdulla,Antonakopoulos,9999-01-01,Sales
457849,Vugranam,Benveniste,9999-01-01,Sales
457880,Chrisa,Segond,9999-01-01,Sales
457973,Shahid,Maksimenko,9999-01-01,Sales
458017,Sampalli,Pellegrinelli,9999-01-01,Sales
458048,Hugo,Onuegbe,1995-05-26,Sales
458084,DAIDA,Stamatiou,1991-12-22,Sales
458147,Erzsebet,Ramsey,1994-07-03,Sales
458222,Djenana,Kavvadias,9999-01-01,Sales
458266,Shahid,Badache,9999-01-01,Sales
458384,Rutger,Bashian,9999-01-01,Sales
458389,Khosrow,Kroha,1996-05-13,Sales
458391,Martine,Cangellaris,1997-02-22,Sales
458452,Mamdouh,Suwa,9999-01-01,Sales
458525,Amstein,Angiulli,9999-01-01,Sales
458528,Danco,Famili,9999-01-01,Sales
458535,Shaowei,Krohm,9999-01-01,Sales
458564,Shmuel,Portugali,9999-01-01,Sales
458597,Valeri,Feldmann,9999-01-01,Sales
458612,Zsolt,Suppi,9999-01-01,Sales
458623,Wuxu,Manderick,1996-09-22,Sales
458695,Dmitry,Schreiter,9999-01-01,Sales
458729,Piyawadee,Parhami,1986-11-12,Sales
458787,Katsuyuki,Brandsma,9999-01-01,Sales
458851,Larisa,Monarch,9999-01-01,Sales
458936,Jacqueline,Siksek,9999-01-01,Sales
458948,Mang,Boissier,9999-01-01,Sales
459013,Evgueni,Backhouse,1997-05-03,Sales
459016,Vatsa,Yoshizawa,9999-01-01,Sales
459021,Teruyuki,Menhardt,1991-04-10,Sales
459031,Kazuhiro,Raoux,9999-01-01,Sales
459158,Naftali,Anger,9999-01-01,Sales
459173,Lein,Basawa,9999-01-01,Sales
459249,Tru,Brookman,1997-06-17,Sales
459332,Krassimir,Luan,9999-01-01,Sales
459339,Khalil,Henseler,2001-03-16,Sales
459342,Niclas,Vidal,9999-01-01,Sales
459347,Martijn,Baca,9999-01-01,Sales
459463,Akeel,Denis,2001-10-27,Sales
459541,Seongbae,Hutton,1994-01-06,Sales
459551,Amalendu,Jervis,9999-01-01,Sales
459572,Houman,Sewelson,9999-01-01,Sales
459601,Baruch,Hoogerwoord,1998-03-29,Sales
459609,Lenore,Peris,9999-01-01,Sales
459617,Sangeeta,Pollacia,9999-01-01,Sales
459635,Valeri,Gaughan,1999-06-26,Sales
459646,Uri,Rouquie,9999-01-01,Sales
459650,Przemyslawa,Pepe,9999-01-01,Sales
459663,Yongdong,Hiyoshi,1985-12-16,Sales
459692,Kyoichi,Flasterstein,9999-01-01,Sales
459711,Fusako,Junot,9999-01-01,Sales
459750,Danai,Ernst,1996-11-06,Sales
459877,Shem,Demir,2002-02-27,Sales
459921,Chirstian,Quittner,9999-01-01,Sales
460033,Paris,Ariola,9999-01-01,Sales
460114,Sailaja,Perna,9999-01-01,Sales
460157,Sudhanshu,Parascandalo,9999-01-01,Sales
460186,Zhanqiu,Papastamatiou,9999-01-01,Sales
460229,Aimee,Avouris,9999-01-01,Sales
460335,Toney,Sethi,9999-01-01,Sales
460361,Roddy,Vieth,9999-01-01,Sales
460395,Salvador,Rosar,9999-01-01,Sales
460453,Jaideep,Schneeberger,1999-04-13,Sales
460498,Jacopo,Ponthieu,9999-01-01,Sales
460531,Satyanarayana,Lagarias,9999-01-01,Sales
460549,Boriana,Pillow,1998-07-14,Sales
460655,Alenka,Azuma,9999-01-01,Sales
460660,Pranav,Azevdeo,2002-01-28,Sales
460723,Christfried,Pollock,9999-01-01,Sales
460755,Werner,McClurg,9999-01-01,Sales
460797,Randi,Vecchio,1997-02-12,Sales
460817,Ewing,Worfolk,9999-01-01,Sales
460853,Guther,Stasinski,9999-01-01,Sales
460934,Utpal,Xiaoshan,1993-12-20,Sales
461005,Vugranam,Zaccaria,1999-07-01,Sales
461102,Zengping,Bhattacharjee,9999-01-01,Sales
461144,Marla,Baar,2000-03-30,Sales
461158,Jenwei,Luef,1988-04-21,Sales
461178,Masasuke,Verhoeff,9999-01-01,Sales
461210,Kish,Chleq,9999-01-01,Sales
461271,Constantijn,Erva,9999-01-01,Sales
461285,Yefim,Pintelas,1990-07-21,Sales
461291,Shigeichiro,Speek,2002-07-21,Sales
461295,Insup,Bierman,9999-01-01,Sales
461328,Mohit,McAffer,1996-11-02,Sales
461364,Vasilii,Huttel,9999-01-01,Sales
461562,Shimshon,Ducloy,1999-11-08,Sales
461615,Flemming,Borovoy,9999-01-01,Sales
461625,Margareta,Bael,9999-01-01,Sales
461694,Arup,Dratva,9999-01-01,Sales
461703,Toshimi,Raczkowsky,1991-04-03,Sales
461778,Chanjung,Vasanthakumar,1999-06-14,Sales
461803,Charmane,Radwan,9999-01-01,Sales
461812,Kristine,Kaiser,1987-10-27,Sales
461848,Randi,Lemarechal,9999-01-01,Sales
461861,Aron,Marsiglia,9999-01-01,Sales
461907,Van,Negoita,9999-01-01,Sales
461915,Alejandro,Sambasivam,9999-01-01,Sales
461949,Duro,Laurillard,1998-05-26,Sales
461958,Mohit,Slobodova,1996-10-31,Sales
461960,Remko,Ramsay,9999-01-01,Sales
461990,Jacopo,Norsworthy,9999-01-01,Sales
462016,Taiji,Danner,9999-01-01,Sales
462062,Francoise,Einsfeld,9999-01-01,Sales
462073,Alassane,Plump,1995-08-04,Sales
462097,Mircea,Keohane,9999-01-01,Sales
462109,Danil,Yeung,1999-09-01,Sales
462119,Dmitri,Masamoto,9999-01-01,Sales
462144,Koldo,Nooteboom,2000-11-05,Sales
462145,Gurbir,Thimonier,9999-01-01,Sales
462157,Mabhin,Emmart,9999-01-01,Sales
462208,Stafford,Hopewell,9999-01-01,Sales
462231,Anneke,Albarhamtoshy,1998-01-21,Sales
462271,Feiyu,Redmiles,9999-01-01,Sales
462282,Adly,Morton,9999-01-01,Sales
462284,Samphel,Farrow,9999-01-01,Sales
462485,Yakichi,Reutenauer,2000-11-23,Sales
462581,Anneke,Szmurlo,2001-11-06,Sales
462659,Boguslaw,Erni,2000-01-23,Sales
462668,Bedrich,Jenevein,9999-01-01,Sales
462705,Mohit,Norsworthy,9999-01-01,Sales
462742,Jayson,Kruskal,9999-01-01,Sales
462760,Chenye,Baja,9999-01-01,Sales
462776,Mostafa,Dechter,9999-01-01,Sales
462849,Tadahiro,Pintelas,9999-01-01,Sales
462865,Kensei,Schaad,9999-01-01,Sales
462890,Jinya,Peak,9999-01-01,Sales
462911,Shay,Kusakabe,1994-10-25,Sales
462932,Jaber,Loncour,1995-02-07,Sales
462994,Horward,Haldar,9999-01-01,Sales
463019,Jovan,Figueira,9999-01-01,Sales
463078,Shirish,Mateescu,9999-01-01,Sales
463093,Evgueni,Frolund,9999-01-01,Sales
463185,Yahiko,Rosay,9999-01-01,Sales
463256,Mabhin,Demos,9999-01-01,Sales
463295,Kersti,Caine,1987-01-14,Sales
463312,Keung,Godskesen,9999-01-01,Sales
463357,Shaz,Zedlitz,1994-06-12,Sales
463431,Lalit,Samarati,9999-01-01,Sales
463463,Katsuyuki,Klerer,9999-01-01,Sales
463519,Navid,Munch,9999-01-01,Sales
463535,Arch,Uhrik,1993-01-02,Sales
463649,Leaf,Picaronny,9999-01-01,Sales
463658,Weiyi,Kroha,9999-01-01,Sales
463746,Berhard,Reistad,9999-01-01,Sales
463782,Teiji,Braccini,2002-02-06,Sales
463785,Marlo,Felder,9999-01-01,Sales
463921,Lalit,Bahr,9999-01-01,Sales
464022,Bartek,Beznosov,9999-01-01,Sales
464040,Hyuncheol,Kavraki,9999-01-01,Sales
464050,Shan,Bratten,9999-01-01,Sales
464128,Elvia,Halloran,1993-12-06,Sales
464200,Junichi,Foong,9999-01-01,Sales
464242,Gen,Androutsos,9999-01-01,Sales
464310,Marit,Molenkamp,9999-01-01,Sales
464346,Bernardo,Bazzichi,9999-01-01,Sales
464365,Shaowen,Krogh,9999-01-01,Sales
464387,Shim,Klassen,1995-09-17,Sales
464544,Duke,Koshiba,9999-01-01,Sales
464550,Xuedong,Lamparter,9999-01-01,Sales
464555,Kellyn,Zastre,9999-01-01,Sales
464588,Xiaoshan,Pargas,9999-01-01,Sales
464622,Minghong,Liesche,2000-08-31,Sales
464654,Ohad,Pillow,9999-01-01,Sales
464657,Martine,Baba,9999-01-01,Sales
464681,Oldrich,Azulay,1991-03-22,Sales
464692,Paraskevi,Katiyar,9999-01-01,Sales
464701,Hongzhu,Paludetto,9999-01-01,Sales
464708,Taizo,Bierman,2000-01-08,Sales
464857,Limsoon,Magliocco,2001-09-17,Sales
464864,Shen,Schmittgen,9999-01-01,Sales
464939,Woody,Eugenio,9999-01-01,Sales
464942,Shiv,Alpin,2001-10-13,Sales
465072,Masasuke,Zambonelli,1994-08-08,Sales
465119,Radhakrishnan,Portugali,9999-01-01,Sales
465131,Heather,Buescher,9999-01-01,Sales
465146,Naftaly,Naumovich,9999-01-01,Sales
465162,Iara,Hashii,9999-01-01,Sales
465228,Rosalie,Iwayama,2000-02-16,Sales
465289,Troy,Perez,9999-01-01,Sales
465321,Fumitaka,Slobodova,9999-01-01,Sales
465392,Laurentiu,Ruemmler,9999-01-01,Sales
465403,Arunas,Spelt,1996-01-13,Sales
465446,Jaihie,Soicher,2002-05-15,Sales
465471,Wilmer,Birta,9999-01-01,Sales
465547,Bernice,Alpin,9999-01-01,Sales
465603,Uma,Lorch,9999-01-01,Sales
465609,Insup,England,9999-01-01,Sales
465663,Anoosh,Llado,1996-09-21,Sales
465681,Stevo,Peral,1988-10-11,Sales
465698,Ranan,Demos,9999-01-01,Sales
465702,Kayoko,Plump,1990-05-08,Sales
465760,Tristan,Cullers,9999-01-01,Sales
465783,Constantino,Tchuente,9999-01-01,Sales
465857,Nahla,Peron,9999-01-01,Sales
465932,Mori,Stifter,9999-01-01,Sales
466034,Saniya,Lovengreen,9999-01-01,Sales
466058,Zhonghui,Murtha,9999-01-01,Sales
466101,Manibrata,Kropp,9999-01-01,Sales
466186,Alenka,Redmiles,9999-01-01,Sales
466279,Adil,Goodrum,9999-01-01,Sales
466297,Jaques,Ramras,9999-01-01,Sales
466323,Luerbio,Prochazka,9999-01-01,Sales
